顧客ID,取引先名,取引先名（かな）,取引注意フラグ,郵便番号(請求先),都道府県(請求先),住所(請求先),ビル名（請求先）,代表電話,代表Fax,代表E-mail,請求書関連備考,請求書発行方法,請求書希望,会社名(請求書発送先),郵便番号(請求書発送先),住所(請求書発送先),ビル名(請求書発送先),TEL(請求書発送先),FAX(請求書発送先),Web サイト,業種,資本金,従業員数,工事対応エリア,関連会社,備考,※企業コード
10807,株式会社広築　本社,ひろちく,取引可,671-1116,兵庫県,姫路市広畑区正門通４丁目 - １０-１１,,0792-36-1383,0125-52-7701,,,メール請求書,hf-e-seikyu@hirochiku.co.jp,,,,,,,https://www.hirochiku.co.jp/,,,,,,,
10808,株式会社Viewer　Elec,びゅわーえれっく,取引可,003-0822,北海道,札幌市白石区菊水元町２条５丁目２ - １５,,011-374-5148,011-598-8899,,,,,,,,,,,,,,,,,,
10809,有限会社ハイダリー貿易,はいだりーぼうえき,取引可,069-0216,北海道,空知郡南幌町1082-40,,011-380-4160,011-380-4161,,,,,,,,,,,https://ハイダリー貿易.com/company.html,,,,,,,
10810,株式会社メルテックサービス,めるてっくさーびす,取引可,078-8342,北海道,旭川市東光２条７丁目３ - ６,,0166-32-9461,0166-32-9462,,,,,,,,,,,,,,,,,,
10811,株式会社ＨＯＳＡＣ,ほーさっく,取引可,060-0807,北海道,札幌市北区北７条西４丁目1 - １トーカン札幌第一キャステール607,,011-792-9872,011-792-9879,,,,,,,,,,,,,,,,,,
10812,株式会社SEE,えすいーいー,取引可,063-0849,北海道,札幌市西区八軒９条西９丁目１ - ５１,,011-633-7200,011-633-7201,,,,,,,,,,,,,,,,,,
10813,矢内工務店,やないこうむてん,取引可,094-0022,北海道,紋別市新生４３?１６,,0158-24-6605,0158-26-2552,,,,,,,,,,,,,,,,,,
10814,株式会社ロゴスホーム　中標津支店,ろごすほーむ,取引可,086-1001,北海道,標津郡中標津町東1条南10丁目2-2,,0153-73-1726,0153-73-1724,,,メール請求書,m-kanai@logoshome.jp,,,,,,,,,,,,,,
10815,三立機工株式会社,さんりつきこう,取引可,007-0880,北海道,札幌市東区丘珠町５２０-６１３,,011-786-9933,011-786-9977,,,,,,,,,,,,,,,,,,
10816,有限会社岡本電設,おかもとでんせつ,取引可,001-0906,北海道,札幌市北区新琴似６条１４丁目３ - ８,,011-762-5335,011-762-5339,,,,,,,,,,,https://www.okaden-okd.com/,,,,,,,
10817,エイチケーシー株式会社,えいちけーしー,取引可,003-0012,北海道,札幌市白石区中央２条１丁目１ - ６９,,011-788-5026,011-816-3838,,,メール請求書,gyoumu@hkc-inc.jp,,,,,,,https://hkc-inc.jp/,,,,,,,
10818,一般財団法人建設業振興基金,けんせつぎょうしんこうききん,取引可,060-0041,北海道,札幌市中央区大通東2丁目3-1,第36桂和ビル7F,011-200-0134,011-200-0137,,,紙請求書,,,,,,,,,,,,,,,
10819,株式会社齊藤,さいとう,取引可,090-0070,北海道,北見市美山町西2丁目58-163,,0157-33-3034,0157-31-1832,,,メール請求書,knryr.35888@gmail.com,,,,,,,,,,,,,,
10820,有限会社昭和運輸　釧路営業所,しょうわうんゆ,取引可,088-0567,北海道,白糠郡白糠町庶路甲区,,0154-75-2565,0154-75-3500,,,,,有限会社昭和運輸　本社営業所,041-1104,北海道亀田郡七飯町上藤城 - １３１ - ４,,,,,,,,,,,
10821,株式会社ケイウッド,けいうっど,取引可,061-3244,北海道,石狩市新港南２丁目 - ３７１７?８,,0133-60-2488,0133-64-5088,,,メール請求書,info@kei-wood.co.jp,,,,,,,https://www.kei-wood-ishikari.com/,,,,,,,
10822,達磨建設,だるまけんせつ,取引可,999-2211,山形県,南陽市赤湯  ３１９７-１　ブローテ204号室,,080-4515-5412,,,,,,,,,,,,,,,,,,,
10823,北海道立特別支援教育センター,ほっかいどうりつとくべつしえんきょういくせんたー,取引可,064-0944,北海道,札幌市中央区円山西町２丁目１ - １,,011-612-6211,011-612-6213,,,,,,,,,,,,,,,,,,
10824,有限会社瑞穂農場　別海支店,みずほのうじょう,取引可,086-0345,北海道,野付郡別海町中西別280-10,,0153-75-7470,0153-75-7472,,,,,,,,,,,https://www.mizuho-farm.co.jp/,,,,,,,
10825,株式会社イーアール北海道,いーあーるほっかいどう,取引可,060-0062,北海道,札幌市中央区南２条西７丁目１-５,,011-802-5463,011-802-5493,,,,,,,,,,,,,,,,,,
10826,株式会社鳶勝,とびしょう,取引可,067-0065,北海道,江別市ゆめみ野東町１４ - １４,,011-375-7535,,,,,,,,,,,,,,,,,,,
10827,北日本総業株式会社,きたにほんそうぎょう,取引可,067-0052,北海道,江別市角山 - ４２５-５,,011-807-5578,,,,,,,,,,,,https://www.kitanihon-group.co.jp/,,,,,,,
10828,株式会社マクシスコーポレーション　札幌営業所,まくしすこーぽれーしょん,取引可,067-0052,北海道,江別市角山 - ６８-１,,011-385-1100,,,,,,,,,,,,https://www.maxis.co.jp/,,,,,,,
10829,角山開発株式会社,かくやまかいはつ,取引可,067-0052,北海道,江別市角山 - ６９-４,,011-385-2669,,,,,,,,,,,,https://kakuyama-k.com/,,,,,,,
10830,前田道路株式会社　エコセンター東札幌,まえだどうろ,取引可,067-0051,北海道,江別市工栄町６ - ５,,011-384-1933,,,,,,,,,,,,https://ssl.maedaroad.co.jp/,,,,,,,
10831,有限会社ニチダン工業,にちだんこうぎょう,取引可,067-0003,北海道,江別市緑町東１丁目 - ６７,,011-887-7788,,,,,,,,,,,,,,,,,,,
10832,片桐機械株式会社　札幌支店,かたぎりきかい,取引可,004-0042,北海道,札幌市厚別区大谷地西１丁目１-１,,011-891-3311,,,,,,,,,,,,https://www.katagiri-g.com/katagiri/,,,,,,,
10833,有限会社山下組,やましたぐみ,取引可,006-0820,北海道,札幌市手稲区前田１０条１２丁目３ - ２６,,011-683-2218,,,,,,,,,,,,https://www.yamashita-g.com/,,,,,,,
10834,株式会社ヨシカタ,よしかた,取引可,063-0036,北海道,札幌市西区西野６条５丁目１ - １７,,011-665-2141,,,,,,,,,,,,http://yoshikata.co.jp/,,,,,,,
10835,株式会社マテック　発寒支店,まてっく,取引可,063-0832,北海道,札幌市西区発寒１２条１３丁目２ - ５２,,011-213-7000,,,,,,,,,,,,https://www.matec-inc.co.jp/,,,,,,,
10836,株式会社公清企業,こうせいきぎょう,取引可,060-0031,北海道,札幌市中央区北１条東１５丁目 - １４０,,011-790-2552,,,,,,,,,,,,https://kosei-kigyo.co.jp/,,,,,,,
10837,北海道美建株式会社,ほっかいどうびけん,取引可,060-0009,北海道,札幌市中央区北９条西１８丁目 - ３５-８７,スタジオビル２階,011-210-1145,,,,,,,,,,,,https://h-biken.co.jp/,,,,,,,
10838,株式会社丸和青山工業,まるわあおやまこうぎょう,取引可,007-0891,北海道,札幌市東区中沼西１条１丁目３ - ５,,011-791-6010,,,,,,,,,,,,http://www.maruwa-aoyama.jp/,,,,,,,
10839,札幌リサイクル骨材株式会社,さっぽろりさいくるこつざい,取引可,007-0890,北海道,札幌市東区中沼町 - ４５-２６,,011-792-4087,,,,,,,,,,,,http://sapporo.recycle-kotsuzai.co.jp/,,,,,,,
10840,株式会社琉章,りゅうしょう,取引可,007-0890,北海道,札幌市東区中沼町76 - ９０,,011-312-1494,,,,,,,,,,,,https://kaitai-ryusyo.com/,,,,,,,
10841,株式会社広信工業,こうしんこうぎょう,取引可,007-0808,北海道,札幌市東区東苗穂８条１丁目７ - １６,,011-790-2552,,,,,,,,,,,,https://www.koushin-k.info/index.html,,,,,,,
10842,株式会社協栄,きょうえい,取引可,007-0867,北海道,札幌市東区伏古７条２丁目４ - １３,,011-783-8366,,,,,,,,,,,,,,,,,,,
10843,有限会社大道工業,だいどうこうぎょう,取引可,007-0869,北海道,札幌市東区伏古９条３丁目１ - １５,,011-789-6627,,,,,,,,,,,,,,,,,,,
10844,株式会社マルタケホーム札幌,まるたけほーむさっぽろ,取引可,065-0020,北海道,札幌市東区北２０条東１７丁目１-９-１Ｆ,,011-769-9525,,,,,,,,,,,,https://m-sapporo.com/,,,,,,,
10845,株式会社エステーケー北海道,えすてーけーほっかいどう,取引可,065-0021,北海道,札幌市東区北２１条東１０丁目２ - １６-２０１,,011-374-6202,,,,,,,,,,,,https://stk-hokkaido.jp/,,,,,,,
10846,株式会社シンヨウ,しんよう,取引可,065-0025,北海道,札幌市東区北２５条東１８丁目３ - １０,フタバスクエア元町１階,011-374-7007,,,,,,,,,,,,https://shinyo-sapporo.com/,,,,,,,
10847,株式会社双葉工建,ふたばこうけん,取引可,065-0025,北海道,札幌市東区北２５条東１８丁目３ - １０,フタバスクエア元町１階,011-374-8228,,,,,,,,,,,,https://futaba-kk.com/,,,,,,,
10848,株式会社丸真藤田工務店,まるしんふじたこうむてん,取引可,007-0839,北海道,札幌市東区北３９条東２１丁目３ - ４１,,011-784-5199,,,,,,,,,,,,https://www.marusin-fujitakoumuten.com/,,,,,,,
10849,古河ロックドリル株式会社　札幌支店,ふるかわろっくどりる,取引可,003-0808,北海道,札幌市白石区菊水８条４丁目２ - ２７,,011-374-5125,,,,,,,,,,,,https://www.furukawarockdrill.co.jp/,,,,,,,
10850,株式会社カナモト　札幌建築営業所,かなもと,取引可,004-0802,北海道,札幌市清田区里塚２条６丁目５ - ７,,011-882-2234,,,,,,,,,,,,https://www.kanamoto.co.jp/,,,,,,,
10851,株式会社藤64工業,ふじろくよんこうぎょう,取引可,061-2286,北海道,札幌市南区藤野６条４丁目３０ - ３,,011-206-9564,,,,,,,,,,,,,,,,,,,
10852,株式会社興商,こうしょう,取引可,003-0822,北海道,札幌市白石区菊水元町２条５丁目４ - ８,,011-875-7744,,,,,,,,,,,,https://kousho.jp/,,,,,,,
10853,株式会社雄志総業　菊水営業所,ゆうしそうぎょう,取引可,003-0829,北海道,札幌市白石区菊水元町９条１丁目１１ - ２７,,011-879-5001,,,,,,,,,,,,https://sapporo-yuushi.com/?utm_source=google&utm_medium=cpc&gad_source=1&gclid=CjwKCAiAw5W-BhAhEiwApv4goPDXcoRRqL0NZpAWzvTSvYt5e0QxOaKeeWYY-ywHNZULIi6_jkKybRoCqv8QAvD_BwE,,,,,,,
10854,コベルコ建機日本株式会社　北海道支社,こべるこけんき,取引可,003-0026,北海道,札幌市白石区本通２１丁目南１ - ６７,,011-788-2382,,,,,,,,,,,,https://www.kobelco-kenki.co.jp/,,,,,,,
10855,株式会社HODAKA,ほだか,取引可,062-0935,北海道,札幌市豊平区平岸５条１４丁目２ - ２５,,011-839-3222,,,,,,,,,,,,https://hodaka-kaitai.co.jp/,,,,,,,
10856,オカダアイヨン株式会社　札幌営業所,おかだあいよん,取引可,003-0875,北海道,札幌市白石区米里５条２丁目５番５８号,,011-598-1426,,,,,,,,,,,,https://www.aiyon.co.jp/,,,,,,,
10857,株式会社聖建,せいけん,取引可,002-8028,北海道,札幌市北区篠路８条７丁目４ - ２０ｰ１０１３号,,011-773-2242,,,,,,,,,,,,https://seiken-sapporo.com/,,,,,,,
10858,株式会社ライフニックス,らいふにっくす,取引可,007-0810,北海道,札幌市東区東苗穂１０条２丁目２０ - １,,011-522-6021,,,,,,,,,,,,https://www.lifenics.jp/,,,,,,,
10859,株式会社スノーメディア,すのーめでぃあ,取引可,002-8054,北海道,札幌市北区篠路町拓北 - １６２-４８,,011-778-5001,,,,,,,,,,,,https://www.snowmedia.info/,,,,,,,
10860,株式会社インフィニティ,いんふぃにてぃ,取引可,001-0912,北海道,札幌市北区新琴似１２条１丁目１ - ３３,ＡＭＥＸビル１階,011-708-1500,,,,,,,,,,,,https://www.infiniti2008.jp/index.html,,,,,,,
10861,株式会社藤田解体工業,ふじたかいたいこうぎょう,取引可,002-8064,北海道,札幌市北区拓北４条４丁目９ - １１,,011-773-5898,,,,,,,,,,,,,,,,,,,
10862,株式会社タイヨウ（北区東茨戸本社）　※同一社名有,たいよう,取引可,002-8042,北海道,札幌市北区東茨戸２条２丁目２ - １７,,011-299-4607,,,,,,,,,,,,https://taiyo-kaitai.com/,,,,,,,
10863,株式会社ＦＫコーポレーション,えふけーこーぽれーしょん,取引可,002-0861,北海道,札幌市北区屯田１１条２丁目８ - ６,,011-772-6646,,,,,,,,,,,,,,,,,,,
10864,株式会社進栄商事　リサイクルセンター,しんえいしょうじ,取引可,047-0007,北海道,小樽市港町１ - １,,0134-22-8402,,,,,,,,,,,,https://shinei-trading.jp/,,,,,,,
10865,有限会社高谷解体工業,たかやかいたいこうぎょう,取引可,061-3216,北海道,石狩市花川北６条５丁目 - ２００,,0133-74-0881,,,,,,,,,,,,https://takaya-kaitai.co.jp/,,,,,,,
10866,日立建機日本株式会社　北海道支社,ひたちけんき,取引可,061-3242,北海道,石狩市新港中央２丁目 - ７６６-３,,0133-64-0200,,,,,,,,,,,,https://japan.hitachi-kenki.co.jp/,,,,,,,
10867,日本キャタピラー合同会社　札幌北営業所,にっぽんきゃたぴらー,取引可,061-3242,北海道,石狩市新港中央３丁目 - ７６１-９,,0133-64-7111,,,,,,,,,,,,https://www.nipponcat.co.jp/,,,,,,,
10868,株式会社心和総業,しんわそうぎょう,取引可,061-3245,北海道,石狩市生振 - ５５４-１１８,,0133-62-8591,,,,,,,,,,,,,,,,,,,
10869,コマツカスタマーサポート株式会社　北海道カンパニー 札幌南支店,こまつかすたまーさぽーと,取引可,061-1274,北海道,北広島市大曲工業団地１丁目６番地,,050-3486-7001,,,,,,,,,,,,https://kcsj.komatsu/,,,,,,,
10870,勝井建設工業株式会社,かついけんせつ,取引可,079-0181,北海道,岩見沢市岡山町 - １２-５３,,0126-22-3361,0126-22-0354,,,,,,,,,,,https://www.kat-kk.co.jp/overview/,,,,,,,
10871,豊友エンジニアリング株式会社,ほうゆうえんじにありんぐ,取引可,820-0004,福岡県,飯塚市新立岩８ - １４,,0948-96-4725,0948-96-4726,,,,,,,,,,,https://hoyu-eng.co.jp/company.html,,,,,,,
10872,サタケグレインマシナリー株式会社　北海道営業所,さたけぐれいんましなりー,取引可,003-0013,北海道,札幌市白石区中央３条３丁目６ - 44号,,011-817-6300,011-820-2007,,,,,,,,,,,https://www.s-grain.co.jp/,,,,,,,
10873,日本板硝子Ｓ＆Ｓ株式会社　北海道支社,にほんいたがらすえすあんどえす,取引可,004-0052,北海道,札幌市厚別区厚別中央２条５丁目３ - ３１,新札幌第１生命ビルディング４階,011-378-9500,011-378-9300,,,,,,,,,,,https://nsgss.co.jp/,,,,,,,
10874,株式会社タカフジ,たかふじ,取引可,003-0871,北海道,札幌市白石区米里１条３丁目６ - ８,,011-871-0666,011-871-0519,,,,,,,,,,,http://www.takafujinet.jp/,,,,,,,
10875,岡部株式会社　北海道支店,おかべ,取引可,003-0874,北海道,札幌市白石区米里４条２丁目１-２０,,011-873-7201,011-873-1777,,,,,,,,,,,https://www.okabe.co.jp/company/group/,,,,,,,
10876,セントラル硝子販売株式会社　北海道支社,せんとらるがらすはんばい,取引可,003-0023,北海道,札幌市白石区南郷通８丁目北２ - ２５第３タヂカビル,,011-866-4960,011-866-4962,,,,,,,,,,,https://www.cgsweb.co.jp/,,,,,,,
10877,文化シヤッター株式会社　北海道支店,ぶんかしやったー,取引可,003-0022,北海道,札幌市白石区南郷通１６丁目南１-２０-４Ｆ,,011-861-5526,011-861-5545,,,,,,,,,,,,,,,,,,
10878,株式会社千葉工務店,ちばこうむてん,取引可,080-0019,北海道,帯広市西９条南１７丁目 - ２-７,,0155-23-9230,0155-22-6196,,,,,,,,,,,https://detoxsa.com/company-profile/,,,,,,,
10879,株式会社ユーラステクニカルサービス　江差事業所,ゆーらすてくにかるさーびす,取引可,043-0017,北海道,檜山郡江差町水堀町6 - ２,,000-0000-0000,,,,,,,,,,,,https://www.eurus-technical-service.com/,,,,,,,
10880,株式会社ジェイウインド上ノ国,じぇいういんどかみのくに,取引可,049-0611,北海道,檜山郡上ノ国町大留 - ５５-８,,000-0000-0000,,,,,,,,,,,,,,,,,,,
10881,株式会社山越組,やまこしぐみ,取引可,054-0364,北海道,勇払郡むかわ町穂別富内 - ５９,,0145-46-6336,0145-46-6338,,,,,,,,,,,,,,,,,,
10882,株式会社福田組,ふくだぐみ,取引可,054-0042,北海道,勇払郡むかわ町美幸４丁目 - ６２,,0145-42-2235,0145-42-4140,,,,,,,,,,,,,,,,,,
10883,遠藤建設株式会社,えんどうけんせつ,取引可,054-0211,北海道,勇払郡むかわ町穂別 - ８１-１０,,0145-45-2225,,,,,,,,,,,,,,,,,,,
10884,佐々木電気株式会社,ささきでんき,取引可,054-0211,北海道,勇払郡むかわ町穂別 - ２９-６,,0145-45-2242,,,,,,,,,,,,,,,,,,,
10885,相互建設株式会社,そうごけんせつ,取引可,054-0032,北海道,勇払郡むかわ町福住３丁目 - １７０,,0145-42-3884,,,,,,,,,,,,,,,,,,,
10886,株式会社米澤電気商会,よねざわでんきしょうかい,取引可,054-0032,北海道,勇払郡むかわ町福住１丁目 - ４３,,0145-42-3371,,,,,,,,,,,,,,,,,,,
10887,ナラサキライン株式会社,ならさきらいん,取引可,054-0052,北海道,勇払郡むかわ町大成１丁目 - ４０,,0145-42-2071,,,,,,,,,,,,,,,,,,,
10888,株式会社安藤土木,あんどうどぼく,取引可,054-0042,北海道,勇払郡むかわ町美幸１丁目 - ８５-１,,0145-42-2561,,,,,,,,,,,,,,,,,,,
10889,株式会社磯田組,いそだぐみ,取引可,055-0006,北海道,沙流郡日高町富川南３丁目２ - ３２,,0145-62-0050,,,,,,,,,,,,https://isodagumi.co.jp/,,,,,,,
10890,株式会社笹田組,ささだぐみ,取引可,059-2243,北海道,沙流郡日高町厚賀町 - １０６-１,,0145-65-2526,0145-65-2997,,,,,,,,,,,,,,,,,,
10891,株式会社武田組,たけだぐみ,取引可,055-0007,北海道,沙流郡日高町富川西４丁目４ - ２,,0145-62-0015,,,,,,,,,,,,,,,,,,,
10892,株式会社平村建設,ひらむらけんせつ,取引可,055-0107,北海道,沙流郡平取町本町 - ９２-３,,0145-72-2306,0145-72-2800,,,,,,,,,,,https://www.hiramura.jp/,,,,,,,
10893,日新建設株式会社,にっしんけんせつ,取引可,055-0104,北海道,沙流郡平取町紫雲古津 - ２００-５,,0145-72-2110,0145-72-3350,,,,,,,,,,,,,,,,,,
10894,株式会社小林組,こばやしぐみ,取引可,055-0106,北海道,沙流郡平取町荷菜 - ４０-６,,0145-72-2121,0145-72-2263,,,,,,,,,,,https://www.kobayashi-gumi.co.jp/,,,,,,,
10895,盛興建設株式会社,せいこうけんせつ,取引可,053-0043,北海道,苫小牧市日の出町２丁目１３ - ２３,,0144-36-6111,0144-33-1792,,,,,,,,,,,https://www.seikoh-kk.co.jp/,,,,,,,
10896,株式会社遠藤組,えんどうぐみ,取引可,053-0043,北海道,苫小牧市日の出町２丁目８ - １５,,0144-36-3469,0144-36-3546,,,,,,,,,,,https://endou-gumi.sakura.ne.jp/wp/,,,,,,,
10897,株式会社山口工業所,やまぐちこうぎょうしょ,取引可,059-1306,北海道,苫小牧市ウトナイ北４丁目２ - ２０,,0144-57-5288,0144-57-2481,,,,,,,,,,,https://yamaguchikougyousyo.yk5288.co.jp/,,,,,,,
10898,株式会社小金澤組,こがねざわぐみ,取引可,059-1307,北海道,苫小牧市ウトナイ南８丁目４ - ８,,0144-53-8880,0144-53-8882,,,,,,,,,,,https://koganezawagumi.co.jp/,,,,,,,
10899,勝幸辰建設株式会社,かつこうしんけんせつ,取引可,053-0831,北海道,苫小牧市豊川町２丁目５ - ５,,0144-74-8055,0144-74-4245,,,,,,,,,,,http://www.katsukoushin.jp/index.html,,,,,,,
10900,北海土建工業株式会社,ほっかいどけんこうぎょう,取引可,053-0017,北海道,苫小牧市栄町２丁目１ - ２７,,0144-32-6381,0144-32-6384,,,,,,,,,,,,,,,,,,
10901,門脇建設株式会社,かどわきけんせつ,取引可,053-0055,北海道,苫小牧市新明町５丁目１ - ２,,0144-53-6700,,,,,,,,,,,,,,,,,,,
10902,緑豊建設株式会社,りょくほうけんせつ,取引可,053-0021,北海道,苫小牧市若草町１丁目２ - ７,,0144-32-7765,0144-32-7748,,,,,,,,,,,https://tomakomai-ryokuho.com/index.html,,,,,,,
10903,株式会社中村電気,なかむらでんき,取引可,053-0041,北海道,苫小牧市美園町３丁目１４ - １８,,0144-38-3150,0144-38-3151,,,,,,,,,,,https://nakamura3150.com/,,,,,,,
10904,住拓工業株式会社,じゅうたくこうぎょう,取引可,053-0854,北海道,苫小牧市啓北町２丁目３ - ２,,0144-73-7324,0144-72-4321,,,,,,,,,,,http://www.jk-k.jp/,,,,,,,
10905,楡建設株式会社,にれけんせつ,取引可,053-0814,北海道,苫小牧市糸井 - １４３-７,,0144-74-2511,0144-73-4710,,,,,,,,,,,,,,,,,,
10906,株式会社ツルハ　本社,つるは,取引可,065-0024,北海道,札幌市東区北２４条東２０丁目１ - ２１ツルハ元町本社ビル,,011-783-2754,,,,,,,,,,,,https://www.tsuruha.co.jp/company/info/,,,,,,,
10907,有限会社小宮工業,こみやこうぎょう,取引可,080-2460,北海道,帯広市西２０条北２丁目１９ - １２,,0155-67-1185,0155-67-1186,,,,komiya_kougyo@topaz.ocn.ne.jp,,,,,,,https://komiyakougyo.jimdosite.com/,,,,,,,
10908,株式会社ITECソリューションズ　本社,あいてっくそりゅーしょんず,取引可,530-0001,大阪府,大阪市北区梅田１丁目１３大阪梅田ツインタワーズ・サウス29F,,080-2869-7164,,,,,,,,,,,,https://aitec-solution.co.jp/,,,,,,,
10909,株式会社共成レンテム　留萌営業所,きょうせいれんてむ,取引可,077-0014,北海道,留萌市南町４丁目９０ - ３,,0164-42-5722,0164-42-5745,,,,,,,,,,,https://www.kyosei-rentemu.co.jp/,,,,,,,
10910,AGCプライブリコ株式会社,えーじーしーぷらいぶりこ,取引可,031-0041,青森県,八戸市廿三日町 - ３９東奥朝日ワークステーション203号室,,0178-47-7020,0178-47-7022,,,,,,,,,,,https://www.plibrico.co.jp/aboutus/tabid/91/Default.aspx,,,,,,,
10911,有限会社鳶藤組,とびふじぐみ,取引可,002-8024,北海道,札幌市北区篠路４条２丁目１４ - ２,,011-772-8151,011-772-8163,,,,,,,,,,,,,,,,,,
10912,雄武漁協,おうむぎょきょう,取引可,098-1702,北海道,紋別郡雄武町雄武 - ９８３,,0158-84-2531,0158-84-2603,,,,,,,,,,,,,,,,,,
10913,富士工機株式会社　本社,ふじこうき,取引可,494-0011,愛知県,一宮市西萩原若宮前 - ５３-１,,0586-69-2121,0586-69-2126,,,メール請求書,kumagai@fujiclon.co.jp,,,,,,,https://www.fujiclon.com/,,,,,,,
10914,株式会社錦戸電気,にしきどでんき,取引可,053-0055,北海道,苫小牧市新明町１丁目１ - ８,,0144-57-5525,,,,,,,,,,,,https://www.nishikido.jp/,,,,,,,
10915,株式会社明北電機工業,めいほくでんきこうぎょう,取引可,059-0001,北海道,登別市新栄町 - １-３０,,0143-88-1821,,,,,,,,,,,,,電気・通信工事,,,,,,
10916,有限会社菊水建設,きくすいけんせつ,取引可,063-0034,北海道,札幌市西区西野４条３丁目１ - ２,,011-688-5695,011-688-5706,,,,,,,,,,,http://kikusui-reiwa.jp/,,,,,,,
10917,株式会社KSエンジニア,けーえすえんじにあ,取引可,079-1151,北海道,赤平市宮下町１丁目 - ５５,,0125-34-4700,,,,,kse.hasegawa@amail.plala.or.jp,,,,,,,,電気・通信工事,,,,,,
10918,藤山建設工業株式会社,ふじやまけんせつこうぎょう,取引可,080-0811,北海道,帯広市東１１条南６丁目 - １０,,0155-22-7327,0155-22-9521,,,,,,,,,,,,,,,,,,
10919,太陽通工株式会社,たいようつうこう,取引可,064-0820,北海道,札幌市中央区大通西２１丁目３ - ８,太陽通工ビル,011-641-0178,,,,,,,,,,,,,電気・通信工事,,,,,,
10920,水産資源研究所,すいさんしげんけんきゅうじょ,取引可,,,,,045-788-7514,,,,,,,,,,,,https://www.fra.go.jp/shigen/,その他,,,,,,
10921,株式会社秋村組,あきむらぐみ,取引可,053-0031,北海道,苫小牧市春日町１丁目１４ - ２,,0144-34-4651,,,,,,,,,,,,https://www.akimura.biz/,,,,,,,
10922,株式会社新興電気,しんこうでんき,取引可,053-0052,北海道,苫小牧市新開町３丁目１０ - １,,0144-55-3421,0144-55-3423,,,,,,,,,,,http://www.shinko-den.jp/,,,,,,,
10923,青地建設工業株式会社,あおちけんせつこうぎょう,取引可,053-0053,北海道,苫小牧市柳町１丁目５ - ６,,0144-55-5561,,,,,,,,,,,,https://aochi-kk.com/,,,,,,,
10924,株式会社進興工業,しんこうこうぎょう,取引可,059-1275,北海道,苫小牧市錦岡 - ７０-１３,,0144-67-2377,0144-67-2427,,,,,,,,,,,https://www.shinko-kogyo.com/,,,,,,,
10925,株式会社成友設備,せいゆうせつび,取引可,053-0053,北海道,苫小牧市柳町１丁目５ - ３,,0144-55-6311,0144-55-9355,,,,,,,,,,,https://seiyusetubi.co.jp/,,,,,,,
10926,北興工業株式会社,ほっこうこうぎょう,取引可,051-0023,北海道,室蘭市入江町 - １-６３,,0143ｰ23-0321,0143ｰ24-3761,,,,,,,,,,,https://www.hokkoh-kogyo.co.jp/,,,,,,,
10927,大基建設株式会社,たいきけんせつ,取引可,050-0074,北海道,室蘭市中島町３丁目８ - １２,,0143-46-3191,0143-46-3194,,,,,,,,,,,,,,,,,,
10928,藤川建設株式会社,ふじかわけんせつ,取引可,050-0083,北海道,室蘭市東町３丁目２１ - １,エフケービル２階,0143-46-1371,0143-46-1832,,,,,,,,,,,http://fujikawa.co.jp/,,,,,,,
10929,黒光建設株式会社,くろみつけんせつ,取引可,050-0083,北海道,室蘭市東町２丁目２６ - ９,,0143-44-3051,0143-44-4922,,,,,,,,,,,,,,,,,,
10930,新和建設株式会社,しんわけんせつ,取引可,050-0073,北海道,室蘭市宮の森町１丁目９ - ８,,0143-44-5706,0143-44-2514,,,,,,,,,,,https://sinwakennsetu.com/,,,,,,,
10931,株式会社ユニオン建設,ゆにおんけんせつ,取引可,050-0083,北海道,室蘭市東町２丁目２ - １５,,0143-41-3901,,,,,,,,,,,,http://www.unionkensetsu.co.jp/,,,,,,,
10932,株式会社草塩建設,くさしおけんせつ,取引可,059-0012,北海道,登別市中央町３丁目 - １２-４,,0143-85-2971,0143-85-2109,,,,,,,,,,,http://kusashio.co.jp/,,,,,,,
10933,株式会社ゴウダ,ごうだ,取引可,059-0016,北海道,登別市片倉町２丁目 - ２４-２６,,0143-85-5029,0143-85-5047,,,,,,,,,,,http://goda-s.co.jp/,,,,,,,
10934,道南綜合土建株式会社,どうなんそうごうどけん,取引可,059-0905,北海道,白老郡白老町大町１丁目１０-８,,0144-82-2289,0144-82-2443,,,,,,,,,,,http://www.donan.co.jp/,,,,,,,
10935,辻谷建設株式会社,つじやけんせつ,取引可,088-3203,北海道,川上郡弟子屈町湯の島２丁目６ - １５,,015-482-2177,015-482-1819,,,,,,,,,,,http://tujiya.co.jp/,,,,,,,
10936,クニオカ工業株式会社,くにおかこうぎょう,取引可,088-3212,北海道,川上郡弟子屈町泉３丁目８ - １,,015-482-2136,015-482-4453,,,,,,,,,,,http://www.kunioka.co.jp/,,,,,,,
10937,有限会社古建工業,ふるけんこうぎょう,取引可,088-3222,北海道,川上郡弟子屈町弟子屈原野 - ４８４?３,,015-482-1636,015-486-7566,,,,,,,,,,,https://fulken.jp/,,,,,,,
10938,株式会社近藤建設,こんどうけんせつ,取引可,088-3202,北海道,川上郡弟子屈町鈴蘭２丁目１ - １１,,015-482-1060,015-482-4951,,,,,,,,,,,http://www.masyu.com/,,,,,,,
10939,株式会社宮田電気,みやたでんき,取引可,088-3211,北海道,川上郡弟子屈町中央１丁目１０ - １１,,015-482-2561,015-482-4385,,,,,,,,,,,https://miyata-denki.com/,,,,,,,
